GEOID,RPL_EBM
17115000501,0.6457
17115000502,0.7583
17115002901,0.1092
17119401500,0.9539
17119403101,0.5522
17119404100,0.9463
17125956400,0.5076
17125956600,0.4665
17135957400,0.3104
17137951600,0.6433
17137951700,0.5668
17141960700,0.2112
17141961600,0.8386
17143001300,0.7253
17143002900,0.3005
17161022000,0.5281
17161023300,0.8167
17161024000,0.366
17163501801,0.3522
17163502404,0.8068
17163503906,0.2593
17167000201,0.1769
17167001001,0.0585
17167001800,0.6065
17167002400,0.4158
17167002500,0.6072
17177000800,0.514
17031819802,0.7464
17031820000,0.755
17031822302,0.4809
17031822802,0.3216
17031823705,0.8164
17031825801,0.9223
17031826600,0.8655
17031826700,0.8234
17031826901,0.6991
17031827300,0.8263
17031828201,0.6004
17031828300,0.81
17031828401,0.5807
17031832300,0.9248
17031834700,0.8343
17031835100,0.921
17031837100,0.8043
17031841900,0.8819
17031843200,0.9435
17065973300,0.3944
17073030800,0.4084
17073030900,0.2885
17077011001,0.0512
17085020402,0.6916
17087977700,0.2493
17089850201,0.1544
17089850500,0.6894
17089851910,0.5652
17089851911,0.249
17089854002,0.8232
17089854301,0.5706
17091010201,0.4678
17091010400,0.3955
17091012300,0.8038
17093890601,0.3136
17095001000,0.6426
17095001500,0.2244
17097860302,0.468
17097860806,0.5358
17097861107,0.3864
17179021000,0.6738
17179021500,0.4169
17179021605,0.3753
17179022200,0.3874
17179022300,0.2743
17179022400,0.2143
17183010500,0.6819
17197880113,0.8293
17197880318,0.049
17197880325,0.2946
17197880412,0.5992
17197881002,0.1306
17197883206,0.7985
17197883521,0.318
17197884103,0.9382
17201000511,0.2634
17201000516,0.3896
17201003707,0.8361
17201004003,0.6611
17113001302,0.3573
17113001404,0.2595
17115000300,0.6988
17115001300,0.5621
17163504001,0.2564
17163504352,0.4153
17163504353,0.3221
17163504502,1
17167003300,0.4577
17177000100,0.1831
17177000500,0.29
17177000700,0.5305
17179021802,0.7894
17187870400,0.7616
17187870500,0.7962
17189950400,0.4832
17191955300,0.5528
17193958400,0.2002
17195001300,0.2151
17197880116,0.2141
17197880322,0.1447
17197880432,0.1078
17197883505,0.5113
17197883510,0.5458
17201000101,0.4899
17201000104,0.6542
17201002302,0.7472
17201002500,0.6817
17197883809,0.49
17197883904,0.5324
17199020201,0.561
17097862401,0.9797
17097862700,0.8454
17097863201,0.938
17031650302,0.964
17031671200,0.7544
17031690300,0.7492
17031690500,0.7495
17031700501,0.8436
17031760803,0.7457
17031770400,0.9196
17031800200,0.6631
17031801608,0.6792
17031802003,0.5298
17031802503,0.6263
17031802505,0.9439
17031803612,0.3302
17031803615,0.2914
17031804316,0.3672
17031804406,0.8791
17031804511,0.7693
17031804715,0.1929
17031804806,0.406
17031805202,0.8514
17031810100,0.5739
17031811402,0.9257
17031811600,0.9755
17031812600,0.5464
17031827902,0.8812
17031828505,0.7051
17031829100,0.9024
17031829903,0.2251
17031830202,0.5575
17031833900,0.8097
17031836000,0.6031
17031836700,0.757
17031838700,0.9364
17031841100,0.7654
17033880100,0.2357
17037000200,0.6921
17037000500,0.4194
17043840202,0.3828
17043840303,0.7185
17043840703,0.9877
17043841316,0.596
17043841902,0.4809
17043842602,0.398
17043844002,0.8493
17043845509,0.4046
17043846203,0.2256
17043846409,0.8467
17043846504,0.7433
17043846207,0.1591
17043846305,0.489
17043846509,0.3975
17043846515,0.513
17043846518,0.3275
17051950800,0.7496
17059972700,0.4647
17061973700,0.3667
17067954100,0.2787
17073030201,0.4902
17073030400,0.4781
17073030600,0.6099
17077011002,0.2711
17081050900,0.4425
17089850202,0.282
17089850709,0.1292
17089850711,0.1422
17089851912,0.2326
17089852101,0.3422
17089852903,0.8474
17089854509,0.7379
17091010204,0.4655
17091010702,0.6414
17091010800,0.6288
17007010101,0.87
17011965600,0.6108
17017960500,0.0983
17019000901,0.6189
17019000902,0.3636
17021958700,0.4886
17027900403,0.4823
17029000100,0.3087
17029000701,0.0867
17031010701,0.7975
17031020801,0.779
17031030604,0.791
17031051200,0.9269
17031060200,0.6427
17031070200,0.7752
17031071300,0.8211
17031080100,0.8922
17031081600,0.9069
17031420300,0.6256
17031490500,0.9191
17031510200,0.9301
17031520200,0.9816
17031530300,0.596
17031530400,0.6044
17031570200,0.9619
17031600600,0.8738
17031610300,0.963
17031630800,0.9533
17031640100,0.7812
17031650100,0.9668
17031681400,0.8439
17031691000,0.8722
17031700100,0.8581
17031710500,0.8793
17031710800,0.8176
17031730100,0.7826
17031730201,0.77
17031750600,0.5963
17031802504,0.9474
17031802607,0.6275
17031803300,0.3163
17031804312,0.2849
17031826500,0.8416
17031829000,0.8727
17031835500,0.949
17031836100,0.6464
17031836900,0.7882
17031839800,0.9599
17031841000,0.7188
17031841200,0.9299
17031841500,0.8495
17031841800,0.7111
17035972500,0.5055
17043840910,0.594
17043841103,0.8597
17043841108,0.8483
17043841207,0.9311
17043841209,0.8522
17043841307,0.1852
17043841323,0.3064
17043841326,0.6483
17043842601,0.5736
17043842605,0.5844
17043842703,0.2995
17043842706,0.5969
17043842708,0.4001
17019000700,0.705
17019005500,0.4668
17019010901,0.4077
17021958300,0.9761
17027900100,0.2179
17027900602,0.3931
17031010702,0.7625
17031020802,0.8427
17031030603,0.9307
17031031502,0.7383
17031050900,0.8542
17031060400,0.6517
17031062700,0.9051
17031070102,0.6777
17031071500,0.827
17031191100,0.8525
17031221300,0.7909
17031251600,0.9276
17031260700,0.9635
17031300800,0.8349
17031310300,0.7821
17031100500,0.6885
17031110502,0.8113
17031140301,0.6576
17147954700,0.4133
17157951300,0.6184
17159978200,0.5328
17161024102,0.4579
17163503322,0.3707
17163503323,0.145
17163503905,0.3581
17163503907,0.1967
17163504002,0.2729
17163504501,0.9653
17165956100,0.1424
17167000600,0.4809
17167003601,0.1397
17171970700,0.2268
17179020302,0.687
17179020900,0.7808
17179021702,0.2788
17183000200,0.3757
17183000400,0.6424
17183001200,0.3847
17183010701,0.7793
17187870300,0.716
17195000800,0.2356
17195001102,0.5885
17031400500,0.7496
17031430400,0.6322
17031431200,0.6459
17031440300,0.8938
17031440600,0.8589
17031460100,0.9465
17031460500,0.6528
17031480100,0.7486
17031611400,0.9659
17031640700,0.957
17031670400,0.8819
17031681300,0.8781
17031691300,0.8033
17031720300,0.5263
17031720700,0.5654
17031740300,0.2285
17031750200,0.409
17031760801,0.7643
17031760802,0.9629
17031801601,0.6739
17031802605,0.802
17031803012,0.2321
17031806201,0.8456
17031806600,0.8997
17003957600,0.4252
17005951500,0.6242
17007010601,0.6209
17019001000,0.544
17027900500,0.4764
17031010400,0.7632
17031020400,0.8062
17031020702,0.6002
17031030701,0.9173
17031031300,0.6392
17031031400,0.6123
17031031700,0.7501
17031061100,0.6632
17031063000,0.6967
17031063301,0.7435
17031070300,0.7668
17031081100,0.906
17031081401,0.9671
17031090100,0.6902
17031120300,0.823
17031130200,0.7329
17031804807,0.8126
17031805301,0.6632
17031805402,0.6007
17031805902,0.6519
17031806801,0.6498
17031807500,0.8995
17031807700,0.8324
17031809800,0.4996
17031809900,0.3307
17031810502,0.4819
17031811100,0.885
17031813301,0.9273
17031813701,0.9236
17031813802,0.9141
17031814700,0.6565
17031814800,0.6452
17031818700,0.838
17031819900,0.8259
17031822200,0.6208
17031824601,0.5535
17031825303,0.4744
17031825600,0.7251
17031827801,0.8772
17031828202,0.4475
17031821500,0.9223
17031822500,0.5877
17031823500,0.8242
17031824115,0.2865
17031824116,0.3979
17031824602,0.4974
17031825304,0.6993
17031826301,0.8577
17031828508,0.5297
17031829600,0.5009
17031831700,0.8432
17031831800,0.8046
17031834500,0.7539
17031836500,0.5987
17031842300,0.9036
17031843100,0.942
17041952300,0.4506
17043841004,0.8109
17043841112,0.6884
17043841113,0.7288
17043841204,0.9156
17043841318,0.3182
17043841325,0.3355
17043842200,0.3621
17179021606,0.221
17191955200,0.6496
17195000100,0.3766
17195001400,0.5872
17195001600,0.5025
17197880115,0.5829
17197880123,0.269
17197880411,0.5578
17197881001,0.4036
17197881007,0.1666
17197881011,0.1293
17197881112,0.7194
17197881700,0.523
17197882200,0.6496
17197883213,0.759
17197883903,0.5841
17199020202,0.1338
17199020300,0.5728
17031844700,0.9554
17037000300,0.5838
17037000401,0.2569
17037000600,0.497
17037001002,0.3215
17037002200,0.37
17041952000,0.2285
17043840706,0.9423
17043840906,0.7501
17043840908,0.8783
17043841210,0.8644
17043841310,0.6614
17043841403,0.6878
17043841708,0.5511
17043842000,0.4395
17043842709,0.6287
17043844306,0.4593
17043844308,0.5659
17043845100,0.677
17043846312,0.6561
17199020900,0.4163
17199021001,0.5324
